
   INFO  Server running on [http://adamclay.local:8004].  

  Press Ctrl+C to stop the server
  2025-07-03 17:55:37 /api/thoughts/recent ......................... ~ 0.62ms
  2025-07-03 17:55:39 /api/status .................................. ~ 0.13ms
  2025-07-03 17:55:41 /api/status .................................. ~ 0.13ms
  2025-07-03 17:55:47 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 17:55:49 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 17:55:49 /api/status .................................. ~ 0.05ms
  2025-07-03 17:55:51 /api/status .................................. ~ 0.12ms
  2025-07-03 17:55:56 /api/thoughts/recent ......................... ~ 0.23ms
  2025-07-03 17:55:57 /api/thoughts/recent ......................... ~ 0.10ms
  2025-07-03 17:55:59 /api/status .................................. ~ 0.12ms
  2025-07-03 17:56:01 /api/status .................................. ~ 0.10ms
  2025-07-03 17:56:02 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 17:56:04 /api/consciousness/thinking-status ......... ~ 505.32ms
  2025-07-03 17:56:10 /api/status ................................ ~ 503.85ms
  2025-07-03 17:56:12 /api/status .................................. ~ 0.33ms
  2025-07-03 17:56:17 /api/thoughts/recent ......................... ~ 0.08ms
  2025-07-03 17:56:18 /api/thoughts/recent ......................... ~ 0.39ms
  2025-07-03 17:56:18 /api/consciousness/thinking-status ........... ~ 0.04ms
  2025-07-03 17:56:20 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 17:56:20 /api/status .................................. ~ 0.10ms
  2025-07-03 17:56:22 /api/status .................................. ~ 0.25ms
  2025-07-03 17:56:30 /api/status .................................. ~ 0.15ms
  2025-07-03 17:56:32 /api/status .................................. ~ 0.16ms
  2025-07-03 17:56:33 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 17:56:35 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 17:56:37 /api/thoughts/recent ......................... ~ 0.78ms
  2025-07-03 17:56:38 /api/thoughts/recent ......................... ~ 0.17ms
  2025-07-03 17:56:40 /api/status .................................. ~ 0.12ms
  2025-07-03 17:56:42 /api/status .................................. ~ 0.12ms
  2025-07-03 17:56:48 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 17:56:50 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 17:56:50 /api/status .................................. ~ 0.05ms
  2025-07-03 17:56:52 /api/status .................................. ~ 0.22ms
  2025-07-03 17:56:57 /api/thoughts/recent ......................... ~ 0.20ms
  2025-07-03 17:56:58 /api/thoughts/recent ......................... ~ 0.19ms
  2025-07-03 17:57:00 /api/status .................................. ~ 0.20ms
  2025-07-03 17:57:02 /api/status .................................. ~ 0.14ms
  2025-07-03 17:57:03 /api/consciousness/thinking-status ........... ~ 1.06ms
  2025-07-03 17:57:05 /api/consciousness/thinking-status ........... ~ 0.17ms
  2025-07-03 17:57:10 /api/status .................................. ~ 0.19ms
  2025-07-03 17:57:12 /api/status .................................. ~ 0.17ms
  2025-07-03 17:57:17 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 17:57:18 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 17:57:18 /api/consciousness/thinking-status ........... ~ 0.05ms
  2025-07-03 17:57:20 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 17:57:20 /api/status .................................. ~ 0.05ms
  2025-07-03 17:57:22 /api/status .................................. ~ 0.10ms
  2025-07-03 17:57:30 /api/status .................................. ~ 0.54ms
  2025-07-03 17:57:32 /api/status .................................. ~ 0.12ms
  2025-07-03 17:57:33 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 17:57:35 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 17:57:37 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 17:57:38 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 17:57:40 /api/status .................................. ~ 0.14ms
  2025-07-03 17:57:42 /api/status .................................. ~ 0.99ms
  2025-07-03 17:57:49 /api/consciousness/thinking-status ........... ~ 0.19ms
  2025-07-03 17:57:51 /api/consciousness/thinking-status ........... ~ 0.29ms
  2025-07-03 17:57:51 /api/status .................................. ~ 0.58ms
  2025-07-03 17:57:53 /api/status .................................. ~ 0.16ms
  2025-07-03 17:57:58 /api/thoughts/recent ......................... ~ 0.13ms
  2025-07-03 17:57:59 /api/thoughts/recent ......................... ~ 0.16ms
  2025-07-03 17:58:01 /api/status .................................. ~ 0.10ms
  2025-07-03 17:58:03 /api/status .................................. ~ 1.07ms
  2025-07-03 17:58:04 /api/consciousness/thinking-status ........... ~ 0.19ms
  2025-07-03 17:58:06 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 17:58:11 /api/status .................................. ~ 0.80ms
  2025-07-03 17:58:13 /api/status .................................. ~ 0.19ms
  2025-07-03 17:58:18 /api/thoughts/recent ......................... ~ 0.08ms
  2025-07-03 17:58:19 /api/thoughts/recent ......................... ~ 0.17ms
  2025-07-03 17:58:19 /api/consciousness/thinking-status ........... ~ 0.89ms
  2025-07-03 17:58:21 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 17:58:21 /api/status .................................. ~ 0.34ms
  2025-07-03 17:58:23 /api/status .................................. ~ 1.04ms
  2025-07-03 17:58:31 /api/status .................................. ~ 1.13ms
  2025-07-03 17:58:33 /api/status .................................. ~ 0.20ms
  2025-07-03 17:58:34 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 17:58:36 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 17:58:38 /api/thoughts/recent ......................... ~ 0.73ms
  2025-07-03 17:58:39 /api/thoughts/recent ......................... ~ 0.16ms
  2025-07-03 17:58:41 /api/status .................................. ~ 0.22ms
  2025-07-03 17:58:43 /api/status .................................. ~ 0.17ms
  2025-07-03 17:58:49 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 17:58:51 /api/consciousness/thinking-status ........... ~ 0.68ms
  2025-07-03 17:58:51 /api/status .................................. ~ 1.10ms
  2025-07-03 17:58:53 /api/status .................................. ~ 0.13ms
  2025-07-03 17:58:58 /api/thoughts/recent ......................... ~ 0.22ms
  2025-07-03 17:58:59 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 17:59:01 /api/status .................................. ~ 0.15ms
  2025-07-03 17:59:03 /api/status .................................. ~ 0.10ms
  2025-07-03 17:59:04 /api/consciousness/thinking-status ........... ~ 0.16ms
  2025-07-03 17:59:06 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 17:59:11 /api/status .................................. ~ 1.04ms
  2025-07-03 17:59:13 /api/status .................................. ~ 0.16ms
  2025-07-03 17:59:18 /api/thoughts/recent ......................... ~ 2.00ms
  2025-07-03 17:59:19 /api/thoughts/recent ......................... ~ 0.12ms
  2025-07-03 17:59:19 /api/consciousness/thinking-status ........... ~ 0.05ms
  2025-07-03 17:59:21 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 17:59:21 /api/status .................................. ~ 0.05ms
  2025-07-03 17:59:23 /api/status .................................. ~ 0.23ms
  2025-07-03 17:59:32 /api/status .................................. ~ 0.18ms
  2025-07-03 17:59:34 /api/status .................................. ~ 0.10ms
  2025-07-03 17:59:35 /api/consciousness/thinking-status ........... ~ 0.23ms
  2025-07-03 17:59:37 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 17:59:39 /api/thoughts/recent ......................... ~ 0.17ms
  2025-07-03 17:59:40 /api/thoughts/recent ......................... ~ 0.10ms
  2025-07-03 17:59:42 /api/status .................................. ~ 0.19ms
  2025-07-03 17:59:44 /api/status .................................. ~ 0.11ms
  2025-07-03 17:59:50 /api/consciousness/thinking-status ........... ~ 0.36ms
  2025-07-03 17:59:52 /api/consciousness/thinking-status ......... ~ 503.45ms
  2025-07-03 17:59:59 /api/status .................................. ~ 0.10ms
  2025-07-03 18:00:00 /api/status .................................. ~ 0.93ms
  2025-07-03 18:00:00 /api/thoughts/recent ......................... ~ 0.07ms
  2025-07-03 18:00:00 /api/thoughts/recent ......................... ~ 0.54ms
  2025-07-03 18:00:05 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 18:00:07 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:00:09 /api/status .................................. ~ 0.11ms
  2025-07-03 18:00:10 /api/status .................................. ~ 0.96ms
  2025-07-03 18:00:19 /api/status .................................. ~ 0.23ms
  2025-07-03 18:00:20 /api/thoughts/recent ......................... ~ 0.09ms
  2025-07-03 18:00:21 /api/thoughts/recent ......................... ~ 0.12ms
  2025-07-03 18:00:21 /api/consciousness/thinking-status ........... ~ 0.61ms
  2025-07-03 18:00:21 /api/status .................................. ~ 0.31ms
  2025-07-03 18:00:22 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:00:30 /api/status .................................. ~ 0.11ms
  2025-07-03 18:00:32 /api/status .................................. ~ 0.11ms
  2025-07-03 18:00:37 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:00:38 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:00:40 /api/status .................................. ~ 0.15ms
  2025-07-03 18:00:41 /api/thoughts/recent ......................... ~ 0.58ms
  2025-07-03 18:00:42 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:00:42 /api/status .................................. ~ 0.50ms
  2025-07-03 18:00:50 /api/status .................................. ~ 0.56ms
  2025-07-03 18:00:52 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:00:52 /api/status .................................. ~ 0.05ms
  2025-07-03 18:00:53 /api/consciousness/thinking-status ........... ~ 0.14ms
  2025-07-03 18:01:00 /api/status .................................. ~ 0.67ms
  2025-07-03 18:01:01 /api/thoughts/recent ......................... ~ 0.14ms
  2025-07-03 18:01:02 /api/thoughts/recent ......................... ~ 0.48ms
  2025-07-03 18:01:02 /api/status .................................. ~ 0.05ms
  2025-07-03 18:01:07 /api/consciousness/thinking-status ........... ~ 0.59ms
  2025-07-03 18:01:08 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:01:10 /api/status .................................. ~ 0.13ms
  2025-07-03 18:01:12 /api/status .................................. ~ 0.10ms
  2025-07-03 18:01:20 /api/status .................................. ~ 0.60ms
  2025-07-03 18:01:21 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:01:22 /api/thoughts/recent ......................... ~ 0.10ms
  2025-07-03 18:01:22 /api/consciousness/thinking-status ........... ~ 0.07ms
  2025-07-03 18:01:22 /api/status .................................. ~ 0.34ms
  2025-07-03 18:01:23 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 18:01:30 /api/status .................................. ~ 0.09ms
  2025-07-03 18:01:32 /api/status .................................. ~ 0.11ms
  2025-07-03 18:01:37 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:01:38 /api/consciousness/thinking-status ........... ~ 0.60ms
  2025-07-03 18:01:40 /api/status .................................. ~ 0.14ms
  2025-07-03 18:01:41 /api/thoughts/recent ......................... ~ 1.14ms
  2025-07-03 18:01:42 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:01:42 /api/status .................................. ~ 0.04ms
  2025-07-03 18:01:50 /api/status .................................. ~ 0.97ms
  2025-07-03 18:01:52 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:01:52 /api/status .................................. ~ 0.06ms
  2025-07-03 18:01:53 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:02:00 /api/status .................................. ~ 0.15ms
  2025-07-03 18:02:01 /api/thoughts/recent ......................... ~ 0.14ms
  2025-07-03 18:02:02 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:02:02 /api/status .................................. ~ 0.05ms
  2025-07-03 18:02:07 /api/consciousness/thinking-status ........... ~ 0.45ms
  2025-07-03 18:02:08 /api/consciousness/thinking-status ........... ~ 0.19ms
  2025-07-03 18:02:11 /api/status .................................. ~ 0.11ms
  2025-07-03 18:02:13 /api/status ................................ ~ 505.43ms
  2025-07-03 18:02:26 /api/thoughts/recent ......................... ~ 0.28ms
  2025-07-03 18:02:26 /api/status .................................. ~ 0.72ms
  2025-07-03 18:02:26 /api/thoughts/recent ......................... ~ 1.34ms
  2025-07-03 18:02:26 /api/consciousness/thinking-status ......... ~ 503.03ms
  2025-07-03 18:02:26 /api/status ................................ ~ 503.49ms
  2025-07-03 18:02:26 /api/consciousness/thinking-status ......... ~ 504.44ms
  2025-07-03 18:02:31 /api/status .................................. ~ 0.12ms
  2025-07-03 18:02:33 /api/status .................................. ~ 0.23ms
  2025-07-03 18:02:38 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:02:39 /api/consciousness/thinking-status ........... ~ 0.25ms
  2025-07-03 18:02:41 /api/status .................................. ~ 0.10ms
  2025-07-03 18:02:42 /api/thoughts/recent ......................... ~ 0.12ms
  2025-07-03 18:02:43 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:02:43 /api/status .................................. ~ 0.05ms
  2025-07-03 18:02:51 /api/status .................................. ~ 0.11ms
  2025-07-03 18:02:53 /api/consciousness/thinking-status ........... ~ 0.09ms
  2025-07-03 18:02:53 /api/status .................................. ~ 0.36ms
  2025-07-03 18:02:54 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:03:01 /api/status .................................. ~ 0.44ms
  2025-07-03 18:03:02 /api/thoughts/recent ......................... ~ 0.15ms
  2025-07-03 18:03:03 /api/thoughts/recent ......................... ~ 0.08ms
  2025-07-03 18:03:03 /api/status .................................. ~ 0.05ms
  2025-07-03 18:03:08 /api/consciousness/thinking-status ......... ~ 505.52ms
  2025-07-03 18:03:09 /api/consciousness/thinking-status ........... ~ 0.09ms
  2025-07-03 18:03:11 /api/status .................................. ~ 0.11ms
  2025-07-03 18:03:13 /api/status .................................. ~ 0.11ms
  2025-07-03 18:03:21 /api/status .................................. ~ 0.36ms
  2025-07-03 18:03:22 /api/thoughts/recent ......................... ~ 0.13ms
  2025-07-03 18:03:23 /api/thoughts/recent ......................... ~ 0.09ms
  2025-07-03 18:03:23 /api/consciousness/thinking-status ......... ~ 501.96ms
  2025-07-03 18:03:23 /api/status ................................ ~ 502.29ms
  2025-07-03 18:03:24 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:03:31 /api/status .................................. ~ 0.28ms
  2025-07-03 18:03:33 /api/status .................................. ~ 0.13ms
  2025-07-03 18:03:38 /api/consciousness/thinking-status ......... ~ 505.45ms
  2025-07-03 18:03:39 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 18:03:41 /api/status ................................ ~ 504.85ms
  2025-07-03 18:03:42 /api/thoughts/recent ....................... ~ 501.19ms
  2025-07-03 18:03:43 /api/thoughts/recent ....................... ~ 505.37ms
  2025-07-03 18:03:43 /api/status ................................ ~ 505.96ms
  2025-07-03 18:03:51 /api/status ................................ ~ 506.32ms
  2025-07-03 18:03:53 /api/consciousness/thinking-status ......... ~ 505.19ms
  2025-07-03 18:03:53 /api/status ................................ ~ 505.45ms
  2025-07-03 18:03:54 /api/consciousness/thinking-status ......... ~ 505.32ms
  2025-07-03 18:04:02 /api/status .................................. ~ 0.97ms
  2025-07-03 18:04:03 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:04:04 /api/thoughts/recent ......................... ~ 0.14ms
  2025-07-03 18:04:04 /api/status .................................. ~ 0.07ms
  2025-07-03 18:04:09 /api/consciousness/thinking-status ........... ~ 0.55ms
  2025-07-03 18:04:10 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:04:12 /api/status .................................. ~ 0.12ms
  2025-07-03 18:04:14 /api/status .................................. ~ 0.12ms
  2025-07-03 18:04:22 /api/status .................................. ~ 0.44ms
  2025-07-03 18:04:23 /api/thoughts/recent ......................... ~ 0.28ms
  2025-07-03 18:04:24 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:04:24 /api/consciousness/thinking-status ........... ~ 0.07ms
  2025-07-03 18:04:24 /api/status .................................. ~ 0.37ms
  2025-07-03 18:04:25 /api/consciousness/thinking-status ........... ~ 0.17ms
  2025-07-03 18:04:32 /api/status .................................. ~ 0.21ms
  2025-07-03 18:04:34 /api/status .................................. ~ 0.20ms
  2025-07-03 18:04:39 /api/consciousness/thinking-status ........... ~ 0.36ms
  2025-07-03 18:04:40 /api/consciousness/thinking-status ........... ~ 0.17ms
  2025-07-03 18:04:42 /api/status .................................. ~ 0.28ms
  2025-07-03 18:04:43 /api/thoughts/recent ......................... ~ 0.19ms
  2025-07-03 18:04:44 /api/thoughts/recent ......................... ~ 0.18ms
  2025-07-03 18:04:44 /api/status .................................. ~ 0.07ms
  2025-07-03 18:04:52 /api/status .................................. ~ 1.41ms
  2025-07-03 18:04:54 /api/consciousness/thinking-status ........... ~ 0.18ms
  2025-07-03 18:04:54 /api/status .................................. ~ 0.06ms
  2025-07-03 18:04:55 /api/consciousness/thinking-status ........... ~ 0.23ms
  2025-07-03 18:05:04 /api/status .................................. ~ 1.47ms
  2025-07-03 18:05:04 /api/thoughts/recent ......................... ~ 0.12ms
  2025-07-03 18:05:10 /api/consciousness/thinking-status ........... ~ 0.24ms
  2025-07-03 18:05:10 /api/thoughts/recent ......................... ~ 0.90ms
  2025-07-03 18:05:10 /api/status .................................. ~ 1.67ms
  2025-07-03 18:05:10 /api/consciousness/thinking-status ........... ~ 1.88ms
  2025-07-03 18:05:14 /api/status .................................. ~ 0.42ms
  2025-07-03 18:05:15 /api/status .................................. ~ 0.17ms
  2025-07-03 18:05:16 /api/consciousness/start ................... ~ 500.73ms
  2025-07-03 18:05:29 /api/thoughts/recent ......................... ~ 0.98ms
  2025-07-03 18:05:29 /api/consciousness/thinking-status ........... ~ 1.61ms
  2025-07-03 18:05:30 /api/status .................................. ~ 0.33ms
  2025-07-03 18:05:30 /api/thoughts/recent ......................... ~ 0.62ms
  2025-07-03 18:05:30 /api/consciousness/thinking-status ........... ~ 0.51ms
  2025-07-03 18:05:30 /api/status .................................. ~ 0.29ms
  2025-07-03 18:05:36 /api/status .................................. ~ 0.12ms
  2025-07-03 18:05:37 /api/status .................................. ~ 0.25ms
  2025-07-03 18:05:37 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:05:41 /api/consciousness/thinking-status ........... ~ 0.93ms
  2025-07-03 18:05:42 /api/consciousness/thinking-status ........... ~ 0.18ms
  2025-07-03 18:05:45 /api/thoughts/recent ......................... ~ 0.60ms
  2025-07-03 18:05:46 /api/status .................................. ~ 0.11ms
  2025-07-03 18:05:47 /api/thoughts/recent ......................... ~ 0.23ms
  2025-07-03 18:05:48 /api/status .................................. ~ 1.54ms
  2025-07-03 18:05:56 /api/consciousness/thinking-status ........... ~ 1.09ms
  2025-07-03 18:05:56 /api/status .................................. ~ 1.59ms
  2025-07-03 18:05:57 /api/consciousness/thinking-status ........... ~ 0.21ms
  2025-07-03 18:05:58 /api/status .................................. ~ 0.17ms
  2025-07-03 18:06:05 /api/thoughts/recent ......................... ~ 1.15ms
  2025-07-03 18:06:06 /api/status .................................. ~ 0.36ms
  2025-07-03 18:06:08 /api/thoughts/recent ......................... ~ 0.23ms
  2025-07-03 18:06:08 /api/status .................................. ~ 0.10ms
  2025-07-03 18:06:11 /api/consciousness/thinking-status ........... ~ 0.43ms
  2025-07-03 18:06:12 /api/consciousness/thinking-status ........... ~ 0.26ms
  2025-07-03 18:06:16 /api/status .................................. ~ 1.02ms
  2025-07-03 18:06:18 /api/status .................................. ~ 0.19ms
  2025-07-03 18:06:25 /api/thoughts/recent ......................... ~ 0.31ms
  2025-07-03 18:06:26 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:06:26 /api/status .................................. ~ 0.05ms
  2025-07-03 18:06:27 /api/consciousness/thinking-status ........... ~ 0.18ms
  2025-07-03 18:06:28 /api/thoughts/recent ......................... ~ 0.26ms
  2025-07-03 18:06:28 /api/status .................................. ~ 0.89ms
  2025-07-03 18:06:36 /api/status .................................. ~ 0.41ms
  2025-07-03 18:06:38 /api/status .................................. ~ 0.20ms
  2025-07-03 18:06:41 /dashboard ................................... ~ 0.16ms
  2025-07-03 18:06:41 /api/status .................................. ~ 0.11ms
  2025-07-03 18:06:41 /api/consciousness/thinking-status ........... ~ 1.01ms
  2025-07-03 18:06:41 /api/thoughts/recent ......................... ~ 0.48ms
  2025-07-03 18:06:41 /api/status .................................. ~ 0.76ms
  2025-07-03 18:06:41 /api/consciousness/thinking-status ........... ~ 0.96ms
  2025-07-03 18:06:41 /api/thoughts/recent ......................... ~ 0.45ms
  2025-07-03 18:06:41 /favicon.ico ................................. ~ 0.09ms
  2025-07-03 18:06:51 /api/status .................................. ~ 1.21ms
  2025-07-03 18:06:51 /api/status .................................. ~ 2.26ms
  2025-07-03 18:06:56 /api/consciousness/thinking-status ........... ~ 0.20ms
  2025-07-03 18:06:56 /api/consciousness/thinking-status ........... ~ 0.67ms
  2025-07-03 18:07:01 /api/thoughts/recent ......................... ~ 0.26ms
  2025-07-03 18:07:01 /api/thoughts/recent ......................... ~ 0.11ms
  2025-07-03 18:07:01 /api/status .................................. ~ 0.79ms
  2025-07-03 18:07:01 /api/status .................................. ~ 0.95ms
  2025-07-03 18:07:11 /api/consciousness/thinking-status ........... ~ 0.50ms
  2025-07-03 18:07:11 /api/consciousness/thinking-status ........... ~ 0.11ms
  2025-07-03 18:07:11 /api/status .................................. ~ 0.57ms
  2025-07-03 18:07:11 /api/status .................................. ~ 1.32ms
  2025-07-03 18:07:21 /api/thoughts/recent ......................... ~ 0.94ms
  2025-07-03 18:07:21 /api/thoughts/recent ......................... ~ 1.37ms
  2025-07-03 18:07:21 /api/status .................................. ~ 0.63ms
  2025-07-03 18:07:21 /api/status .................................. ~ 0.60ms
  2025-07-03 18:07:26 /api/consciousness/thinking-status ......... ~ 501.64ms
  2025-07-03 18:07:26 /api/consciousness/thinking-status ......... ~ 501.88ms
  2025-07-03 18:07:31 /api/status .................................. ~ 0.29ms
  2025-07-03 18:07:31 /api/status .................................. ~ 1.78ms
  2025-07-03 18:07:42 /api/consciousness/thinking-status ........... ~ 0.49ms
  2025-07-03 18:07:42 /api/consciousness/thinking-status ........... ~ 0.07ms
  2025-07-03 18:07:42 /api/thoughts/recent ......................... ~ 0.34ms
  2025-07-03 18:07:42 /api/thoughts/recent ......................... ~ 0.51ms
  2025-07-03 18:07:42 /api/status .................................. ~ 0.51ms
  2025-07-03 18:07:42 /api/status .................................. ~ 0.64ms
  2025-07-03 18:07:52 /api/status .................................. ~ 0.67ms
  2025-07-03 18:07:52 /api/status .................................. ~ 0.06ms
  2025-07-03 18:07:57 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:07:57 /api/consciousness/thinking-status ........... ~ 0.47ms
  2025-07-03 18:08:02 /api/thoughts/recent ......................... ~ 0.24ms
  2025-07-03 18:08:02 /api/status .................................. ~ 0.81ms
  2025-07-03 18:08:02 /api/thoughts/recent ......................... ~ 1.45ms
  2025-07-03 18:08:02 /api/status .................................. ~ 0.48ms
  2025-07-03 18:08:12 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:08:12 /api/consciousness/thinking-status ........... ~ 0.47ms
  2025-07-03 18:08:12 /api/status .................................. ~ 0.07ms
  2025-07-03 18:08:12 /api/status .................................. ~ 0.76ms
  2025-07-03 18:08:22 /api/thoughts/recent ......................... ~ 1.08ms
  2025-07-03 18:08:22 /api/thoughts/recent ......................... ~ 0.06ms
  2025-07-03 18:08:22 /api/status .................................. ~ 0.48ms
  2025-07-03 18:08:22 /api/status .................................. ~ 0.72ms
  2025-07-03 18:08:27 /api/consciousness/thinking-status ........... ~ 0.15ms
  2025-07-03 18:08:27 /api/consciousness/thinking-status ........... ~ 0.51ms
  2025-07-03 18:08:32 /api/status .................................. ~ 0.59ms
  2025-07-03 18:08:32 /api/status .................................. ~ 1.31ms
  2025-07-03 18:08:43 /api/consciousness/thinking-status ........... ~ 1.18ms
  2025-07-03 18:08:43 /api/consciousness/thinking-status ........... ~ 1.69ms
  2025-07-03 18:08:43 /api/thoughts/recent ......................... ~ 2.08ms
  2025-07-03 18:08:43 /api/thoughts/recent ......................... ~ 2.79ms
  2025-07-03 18:08:43 /api/status .................................. ~ 3.45ms
  2025-07-03 18:08:43 /api/status .................................. ~ 1.65ms
  2025-07-03 18:08:53 /api/status .................................. ~ 0.24ms
  2025-07-03 18:08:53 /api/status .................................. ~ 0.05ms
  2025-07-03 18:08:58 /api/consciousness/thinking-status ........... ~ 0.10ms
  2025-07-03 18:08:58 /api/consciousness/thinking-status ........... ~ 0.05ms
  2025-07-03 18:09:03 /api/thoughts/recent ......................... ~ 0.16ms
  2025-07-03 18:09:03 /api/thoughts/recent ......................... ~ 0.65ms
  2025-07-03 18:09:03 /api/status .................................. ~ 1.12ms
  2025-07-03 18:09:03 /api/status .................................. ~ 1.93ms
  2025-07-03 18:09:13 /api/consciousness/thinking-status ........... ~ 0.36ms
  2025-07-03 18:09:13 /api/consciousness/thinking-status ........... ~ 0.63ms
  2025-07-03 18:09:13 /api/status .................................. ~ 0.85ms
  2025-07-03 18:09:13 /api/status .................................. ~ 0.78ms
  2025-07-03 18:09:23 /api/thoughts/recent ......................... ~ 0.30ms
  2025-07-03 18:09:23 /api/thoughts/recent ......................... ~ 0.88ms
  2025-07-03 18:09:23 /api/status .................................. ~ 0.48ms
  2025-07-03 18:09:23 /api/status ................................ ~ 505.92ms
  2025-07-03 18:09:33 /api/consciousness/thinking-status ........... ~ 0.19ms
  2025-07-03 18:09:33 /api/consciousness/thinking-status ........... ~ 0.05ms
  2025-07-03 18:09:33 /api/status .................................. ~ 0.29ms
  2025-07-03 18:09:33 /api/status ................................ ~ 504.09ms
  2025-07-03 18:09:43 /api/thoughts/recent ......................... ~ 1.00ms
  2025-07-03 18:09:43 /api/thoughts/recent ......................... ~ 1.49ms
  2025-07-03 18:09:43 /api/consciousness/thinking-status ........... ~ 0.08ms
  2025-07-03 18:09:43 /api/consciousness/thinking-status ........... ~ 0.33ms
  2025-07-03 18:09:43 /api/status .................................. ~ 0.32ms
  2025-07-03 18:09:43 /api/status .................................. ~ 0.61ms
  2025-07-03 18:09:53 /api/status .................................. ~ 0.22ms
  2025-07-03 18:09:53 /api/status .................................. ~ 0.05ms
  2025-07-03 18:09:58 /api/consciousness/thinking-status ........... ~ 0.12ms
  2025-07-03 18:09:58 /api/consciousness/thinking-status ........... ~ 0.37ms
  2025-07-03 18:10:03 /api/thoughts/recent ......................... ~ 0.94ms
  2025-07-03 18:10:03 /api/thoughts/recent ......................... ~ 0.05ms
  2025-07-03 18:10:03 /api/status .................................. ~ 0.46ms
  2025-07-03 18:10:03 /api/status .................................. ~ 0.68ms
  2025-07-03 18:10:13 /api/consciousness/thinking-status ........... ~ 1.04ms
  2025-07-03 18:10:13 /api/consciousness/thinking-status ........... ~ 1.49ms
  2025-07-03 18:10:13 /api/status .................................. ~ 0.38ms
  2025-07-03 18:10:13 /api/status .................................. ~ 0.67ms
  2025-07-03 18:10:23 /api/thoughts/recent ......................... ~ 0.14ms
  2025-07-03 18:10:23 /api/thoughts/recent ......................... ~ 0.08ms
  2025-07-03 18:10:23 /api/status .................................. ~ 0.62ms
  2025-07-03 18:10:23 /api/status .................................. ~ 0.74ms
  2025-07-03 18:10:28 /api/consciousness/thinking-status ........... ~ 0.13ms
  2025-07-03 18:10:28 /api/consciousness/thinking-status ........... ~ 0.42ms
  2025-07-03 18:10:33 /api/status .................................. ~ 1.28ms
  2025-07-03 18:10:33 /api/status .................................. ~ 0.06ms
